"filename", "language", "TypeScript", "XML", "Vue", "SCSS", "MS SQL", "Markdown", "JSON", "Python", "comment", "blank", "total"
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/analytics/index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 2, 2, 8
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/analytics/inventoryValuationStore.ts", "TypeScript", 323, 0, 0, 0, 0, 0, 0, 0, 37, 48, 408
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/analytics/negativeInventoryReportStore.ts", "TypeScript", 250, 0, 0, 0, 0, 0, 0, 0, 33, 47, 330
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/analytics/plReportStore.ts", "TypeScript", 412, 0, 0, 0, 0, 0, 0, 0, 105, 87, 604
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/analytics/types.ts", "TypeScript", 234, 0, 0, 0, 0, 0, 0, 0, 61, 43, 338
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/auth/authStore.ts", "TypeScript", 408, 0, 0, 0, 0, 0, 0, 0, 84, 91, 583
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/auth/composables/index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 4, 2, 8
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/auth/composables/useAuth.ts", "TypeScript", 59, 0, 0, 0, 0, 0, 0, 0, 21, 15, 95
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/auth/composables/usePermissions.ts", "TypeScript", 39, 0, 0, 0, 0, 0, 0, 0, 19, 15, 73
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/auth/index.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/auth/services/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 10
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/auth/services/session.service.ts", "TypeScript", 181, 0, 0, 0, 0, 0, 0, 0, 51, 38, 270
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/auth/types.ts", "TypeScript", 211, 0, 0, 0, 0, 0, 0, 0, 48, 54, 313
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/catalog/payment-methods.service.ts", "TypeScript", 167, 0, 0, 0, 0, 0, 0, 0, 42, 33, 242
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/catalog/payment-settings.store.ts", "TypeScript", 147, 0, 0, 0, 0, 0, 0, 0, 4, 27, 178
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/counteragents/composables/useCounteragentBalance.ts", "TypeScript", 76, 0, 0, 0, 0, 0, 0, 0, 30, 17, 123
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/counteragents/counteragentsService.ts", "TypeScript", 466, 0, 0, 0, 0, 0, 0, 0, 49, 109, 624
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/counteragents/counteragentsStore.ts", "TypeScript", 523, 0, 0, 0, 0, 0, 0, 0, 87, 127, 737
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/counteragents/index.ts", "TypeScript", 157, 0, 0, 0, 0, 0, 0, 0, 19, 33, 209
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/counteragents/integrations/automatedPayments.ts", "TypeScript", 235, 0, 0, 0, 0, 0, 0, 0, 42, 53, 330
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/counteragents/services/balanceCorrectionService.ts", "TypeScript", 219, 0, 0, 0, 0, 0, 0, 0, 33, 40, 292
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/counteragents/supabaseMappers.ts", "TypeScript", 100, 0, 0, 0, 0, 0, 0, 0, 11, 8, 119
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/counteragents/types.ts", "TypeScript", 203, 0, 0, 0, 0, 0, 0, 0, 56, 47, 306
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/debug/composables/useDebugFormatting.ts", "TypeScript", 282, 0, 0, 0, 0, 0, 0, 0, 75, 43, 400
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/debug/composables/useDebugStores.ts", "TypeScript", 164, 0, 0, 0, 0, 0, 0, 0, 93, 42, 299
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/debug/debugService.ts", "TypeScript", 1398, 0, 0, 0, 0, 0, 0, 0, 123, 203, 1724
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/debug/debugStore.ts", "TypeScript", 358, 0, 0, 0, 0, 0, 0, 0, 88, 80, 526
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/debug/index.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 6, 6, 35
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/debug/types.ts", "TypeScript", 233, 0, 0, 0, 0, 0, 0, 0, 38, 40, 311
